Hash,FromAddress,ToAddress,Amount,Memo,Timestamp
C93B7B0FA120288DBDB0DC0CCD7F42B694A6E7D3573EABBFEA14B5B47B04244E,rJZpcimcQZ82tbbYqgkX8E1wyUTT6YnS8S,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,247.000000,core1sr36sm855wr0n4spspaknae7c64rdn09wal4p7:1007961752909,2023-05-23 21:32:51 +0000 UTC
D5D026F448679F62DF01A0023D6DF967F1DB60BCEEEF5C235AAB0F59BC9C6E18,r46fdFh5oFBTg8tyeCyMUrmbmfgHG9eYwk,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,5.000000,core1uarklnnwltc07ue6rfmax6gju6sh709zv7nta0:1007961752909,2023-05-23 21:25:01 +0000 UTC
2C11DDE44A66AC0C690E01AFE2BFE3259AF8B5990E708DC49DB2C6D8008041CF,rwegngmzjbhpqjXSp3GCMSQd9MN9VQMcKR,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,1000.000000,core127uq9ued37fzv4kvvywmecclsnqh6s6xer98zf:1007961752909,2023-05-23 20:43:41 +0000 UTC
FA4A652D7C69C4F62A33928614603C1A6ACA3684202FFDE0875844033AEC9D5C,rpmrR5gokuKaGFAN8ia4Xw5EK6vP3kyxy2,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,5.000000,core18tmz9vtw986hm3w80jergrhka695xlnhgpg9ah:1007961752909,2023-05-23 19:45:22 +0000 UTC
CCBED95E7B1FA7C5E2B579127B291A4F5036D8FE0692A98A3B07FA582BDE955A,rPzZgNgZTPvS7Hi3zbG6cLqfR3rZvGiL4M,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,51.000000,core1wtqf8m6lp5q0v8fmcjhcnscn4p5h7k0d004700:1007961752909,2023-05-23 19:04:01 +0000 UTC
21895AD040E9BC61248C5CAB44BDD82DDF89836920D1DF55C0259EAC1D4DFB02,rpmrR5gokuKaGFAN8ia4Xw5EK6vP3kyxy2,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,5.000000,core1aum69e6fmhezwtv2qx3e5z74j0weql64r2t3av:1007961752909,2023-05-23 18:54:30 +0000 UTC
23C88780BDDF46CBD5E6146E5FA3735CD3C6B77C4A5A72405629C9AF59A2BF7E,rf5t7dPoKs74GRCVK4DX2Ab1bkFw4SNtW8,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,150800.000000,core1h7e9vl06kx7hc3z2w73uq84dkwycrpnmg6rhl5:1007961752909,2023-05-23 15:35:00 +0000 UTC
415D184645C8A6CA42C8DA0E5DB65CF217E9EF2BD720B8419B9EE7115E8380FB,rppi6exyH1AjJMpdQSPqs2fEGN4nQ4w2Bd,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,211.000000,core12ksw2npzzacs5s48tfk6pr0rq2vqd9m4qfw9s7:1007961752909,2023-05-23 12:16:21 +0000 UTC
D5BDDB2ACC54FCBD2554218FEDC751A0E5453BEABF8CC67E2D94E81698A1CB46,rKUYWZivW5GRMqTWqNGXrGjDkdCaZRpBnA,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,49.682415,core1w90t4fnp2gnukfff0zh40e597j839nasu6xgq2:1007961752909,2023-05-23 10:45:22 +0000 UTC
53D76D61E145FD47F31AAB217AAF7B1EEA8F1D37A80FEDB84498C1008D7782D2,r4jSsbzH6hoF4VhbKSnhAW22uEnRdrHNsx,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,4445.000000,core16dqekwyfmmwrj2fryfnhhdmjkc8vqvgu3tec48:1007961752909,2023-05-23 07:25:11 +0000 UTC
F06FA141DE109FA2F3E0F1CBDCB5019ABFA9D653297BAE745D0B0877BE900E20,rGT1XRFpkkPSmvDw2qg1AFSTugHsfZLFyR,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,15.000000,core1en695c7x9m3yxynhm3cqmrmkk3dhdaj3df4ct2:1007961752909,2023-05-23 03:26:50 +0000 UTC
CDA434D328E87CB76982F0971AC872677F254276846D6B3CD0A490896166BC72,rDLbZEsaXMUWWFCPhqhhNrCZJVfEwC4Jcs,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,417.500495,core16htkvz4qqnskmdf9ahvya9x75hz3ec604lkyqg:1007961752909,2023-05-23 02:29:01 +0000 UTC
AFBE8FAA7EA9D52C63A4FF3700A8C3D6C2DC37D7C1C37B5D9DA7C85B6DDF4BC0,rhKUPBR4bDbTgTAcqgrZ5k7o6omBZP27N6,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,50.000000,core1xy07jls5ya27cd7vmg2c4e2ff3yu86drmy7wxu:1007961752909,2023-05-23 02:13:30 +0000 UTC
317EBEC14217A33925E28BE11F41018348FD12F4DADAC2F6293B09E7E6296E43,rMMbEk45XFyMxRyazVGvDFQkpMF9A4ath3,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,5.000000,core1qacusu5pm5h4we4pewykxca48rgpvctmdvy556:1007961752909,2023-05-23 02:04:40 +0000 UTC
9D9BA811258BDD34B743A06D240C838420C952683A439B79ABD9CA641A155DFF,r9qfwDnvPpqjtrqZ6Qz4iKJasmDbxqLBoD,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,1540.910022,core16udp7m30va5njkdrguj27wvk9lnutfwkevk7n9:1007961752909,2023-05-23 02:01:02 +0000 UTC
C365324394188E480DE24DECB6C5925A89A6F0BB30C31D26B396563E18D97056,r9qfwDnvPpqjtrqZ6Qz4iKJasmDbxqLBoD,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,100.000000,core16udp7m30va5njkdrguj27wvk9lnutfwkevk7n9:1007961752909,2023-05-23 01:51:52 +0000 UTC
929769F2B75A461674C28D58392DC4023937EE797ECEEE47D844811B88CAF606,rUz5S9kKVYZSoZEkW6aBonormrYZLBHV2x,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,653.316780,core1dmxna33azqkefvlkfdyz2h2cztcpzwv0nmwyrp:1007961752909,2023-05-23 01:00:40 +0000 UTC
F9420BC12B29A46952CD791C119963165E3C5166254AB40CDB6D51796C4D4C55,rGT1XRFpkkPSmvDw2qg1AFSTugHsfZLFyR,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,10.000000,core1ltqtvcwm73wskffhsdjv7j7whesus5uwg0en6q:1007961752909,2023-05-22 23:43:40 +0000 UTC
5850940BF9CD1A66A6058DF9C488D19916E42B4FD458DC2DC98735DFB9DEB1A4,rhKUPBR4bDbTgTAcqgrZ5k7o6omBZP27N6,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,16300.000000,core1xy07jls5ya27cd7vmg2c4e2ff3yu86drmy7wxu:1007961752909,2023-05-22 23:20:41 +0000 UTC
4BD007B295FCA58D24C97A2EDB2E85E3E6F7F05CB7893CE19EA3A92A3FD54ACB,rnhwpvPWE6GLMP43JTtq34JkvQ685pmicE,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,153.476000,core1t5uamh6kmqu5p8y9waypc0hmnwlms3wwlmgzrx:1007961752909,2023-05-22 22:51:01 +0000 UTC
00367EACA5AB24927EF731D9AFAA2F9663FCDF45C3F36283FCBD097940EC3D49,rHRi3YrFUDXRaTybrMRWGg54t8fkD2Lnem,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,332.000000,core1fd3fqdpz2kzw7vx4dq9mmnswjl9zypmq38el4e:1007961752909,2023-05-22 21:30:11 +0000 UTC
FA0BEE9DDFCB436961D019922FA4D27B1C9152CD50909F5EE1668974CBD12375,rPS7Btb2kARQyKSvs7XeLZ9KnUo5uv3it1,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,1475.000000,core16w7tjgj2xj5cpqce4hprkkpamxs3pj6qsqdjc5:1007961752909,2023-05-22 21:27:32 +0000 UTC
C897EEAE7281FB191B31C827FBB29FB808E7F1E6164EC519D08615401845B81E,rHoS8kwUT3BLT5vnnzaKpctxtttHtATCH1,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,11.323141,core1pwdzvs4mm7g5ydka8jm5ul97wntxfxs9kvfnrr:1007961752909,2023-05-22 20:47:02 +0000 UTC
100FE2DA2E41FA88AD2B4214FCE7F5461D6E5E7FFD28B7AB9CE0C22D178F3AE1,rsc1Lfe66UcWJJ7KtbZ1GzR3LyftgvP6ap,rcoreNywaoz2ZCQ8Lg2EbSLnGuRBmun6D,1062.047767,core1a74he4phcxnr5wp0pjyj094xlskggczdev5y6j:1007961752909,2023-05-22 18:52:21 +0000 UTC
